"Path","路径"
"Path:","路径："
"Go Today","转至当前日期"
"Connect with the Magento Community","连接Magento社区"
"Please make sure that your changes were saved before running the profile.","运行配置文件前，请确认已保存修改。"
"Remote URL:","远程网址："
"Remote FTP","远程FTP"
"What is this?","这是什么？"
"This is a required field.","这是必填栏目。"
"Read details","阅读详情"
"Resources","资源"
"Resource Access","资源访问"
"Zip/Postal Code:","邮编："
"items selected","重要"
"Custom","自定义"
"Profile Information","配置文件信息"
"Shipment Comments","配送备注"
"Shipping Address","配送地址"
"Shipping address selection is not applicable","配送地址不能被应用"
"Shipment History","配送记录"
"Shipping method selection is not applicable","配送方式不能被应用"
"Select Visible","选择可见"
"Select Range","选择区间"
"Choose Store View","选择商店界面"
"Date selector","选择日期"
"Select Date","选择日期"
"Select date","选择日期"
"Log Out","退出"
"Credit Memo History","退款记录历史"
"Credit Memo Totals","退款记录总计"
"Finished items creation.","Finished items creation."
"FTP Host[:Port]","FTP 主机[:端口]"
"Google Base Items","Google Base 记录"
"Items to merge","Items to merge"
"(You have to increase php memory_limit before changing this value)","（修改该值之前您必须先增加 php 的 memory_limit 设置值）"
"Magento ver. %s","Magento 版本 %s"
"Magento Logo","Magento 标志"
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento&trade; 是 Irubin Consulting Inc. DBA Varien 的注册商标。<br/>版权所有 &copy; %s Irubin Consulting Inc."
"Magento Core Api","Magento核心Api"
"Magento Core Api Section","Magento核心Api单元"
"Mapping Configuration","Mapping Configuration"
"major","md5sum"
"Merge Now","Merge Now"
"Module version conflict!","Module version conflict!"
"or","or"
"PayPal Email","PayPal 电子邮件"
"Please, select a store view","Please, select a store view"
"Processed <strong>%s%% %s/%d</strong> items","Processed <strong>%s%% %s/%d</strong> items"
"Remove","Remove"
"Schedule Merge","Schedule Merge"
"Select website from map","Select website from map"
"Select website to map","Select website to map"
"SKU","SKU"
"SKU:","SKU:"
"Staging Store: ","Staging Store: "
"Staging Website: ","Staging Website: "
"Store: ","Store: "
"Switch/Solo card issue number: %s","Switch/Solo 卡号：%s"
"Switch/Solo card start Date: %s/%s","Switch/Solo 卡开始日期：%s/%s"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Switch/Solo/Maestro(英国国内) 卡号：%s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Switch/Solo/Maestro(英国国内) 开始日期：%s/%s"
"Warning!rnThis action will remove this user from already assigned rolernAre you sure?","Warning!rnThis action will remove this user from already assigned rolernAre you sure?"
"Warning!rnThis action will remove those users from already assigned rolesrnAre you sure?","Warning!rnThis action will remove those users from already assigned rolesrnAre you sure?"
"Website: ","Website: "
"Websites","Websites"
"Websites / Stores","Websites / Stores"
"View","查看"
"View Statistics for","查看统计"
"Get help for this page","查看本页面的帮助"
"Track this shipment","查询此配送信息"
"Dashboard","控制面板"
"Recommended","推荐"
"Sort Order","排序"
"Description:","描述："
"Provided Files","提供的文件"
"md5sum","次要"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","此订单里的某些商品有不同的发票和运输类型。运输只可以在建立发票之后建立。"
"The information in this tab has been changed.","此标签内容已改变。"
"per page","每页"
"Level","水平"
"Order confirmation email not sent","没有发送订单确认邮件"
"No search keywords.","没有搜索关键词。"
"No Data Found","没有数据"
"Customer Since:","注册日期："
"Add PHP Extension dependency","添加 PHP扩展依赖"
"Add Subpackage dependency","添加子安装包依赖"
"Add Package dependency","添加安装包依赖"
"Add Contents Path","添加内容路径"
"Add Maintainer","添加维护人员"
"Add Field with URL:","添加网址栏："
"Name on Card","持卡人姓名"
"Name on the Card: %s","持卡人姓名：%s"
"Local/Remote Server","本地/远程服务器"
"Local Server","本地服务器"
"Invalid webservice handler specified","指定的网络服务处理器不正确"
"Invalid webservice adapter specified","指定的网络服务适配器不正确"
"Expiration Date","有效期"
"Expiration Date: %s/%s","有效期：%s/%s"
"Max","最大"
"Min","最小"
"Final Price","最终价格"
"Top 5 Search Terms","最热门5个搜索关键词"
"Last 5 Orders","最近5个订单"
"Last 5 Search Terms","最近5个搜索关键词"
"Latest Message:","最新消息："
"Yes","是"
"Show by","显示"
"Show Report for","显示报告"
"Direction:","方向："
"File name:","文件名："
"File Information","文件信息"
"N/A","无"
"Unable to login.","无法登录。"
"Date selection:","日期选择："
"Date:","日期："
"Time selection:","时间选择："
"Time:","时间："
"Summary:","摘要"
"Your Account has been deactivated.","您的帐户已被禁用。"
"Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files.","您的服务器上 PHP 设置单次文件上传不能超过 %s，如果您想要上传更大的文件，请修改 php.ini 中 post_max_size （目前设置：%s）以及 upload_max_filesize （目前设置：%s）"
"Are you sure that you want to strip tags?","您确定要删除该标签吗？"
"Are you sure that you want to delete this template?","您确定要删除该模板吗？"
"You have","您有"
"Action","操作"
"Actions","操作"
"Qty","数量"
"Data transfer:","数据传送："
"Data Format","数据格式"
"Extension","扩展"
"Extensions","扩展"
"All Websites","所有网站"
"All fields","所有栏目"
