"Shipping &amp; Handling Information","配送及搬运说明"
"Shipping & Handling:","配送及搬运："
"Shipment Comments","配送备注"
"Shipment Comment Email Sender","配送备注邮件发件人"
"Shipment Comment Email Template","配送备注邮件模板"
"Shipping Information","配送信息"
"Shipping Address","配送地址"
"Items to Ship","配送商品"
"Shipment Email Sender","配送邮件发件人"
"Shipment email sent","配送邮件已发出"
"Shipment Email Template","配送邮件模板"
"Shipment email not sent","配送邮件未发出"
"Shipping Amount","配送金额"
"Shipping Method","配送方式"
"Shipping Method:","配送方式："
"Shipment Update","配送更新"
"Notify Customer","通知客户"
"Returned","退货"
"Refund Shipping","退运费"
"Credit Memo","退款"
"Refund","退款"
"Refunds","退款"
"Refund #","退款号"
"Refund #%s","退款号 %s"
"Items Refunded","退款商品"
"Items to Refund","退款商品"
"Invalid qty to refund item ""%s""","退款商品""%s""的数量不正确"
"Credit Memos","退款记录"
"Creditmemo","退款记录"
"Credit Memo #","退款记录 #"
"Credit Memo # ","退款记录 #"
"Credit Memo Comments","退款记录备注"
"Credit Memo Comment Email Sender","退款记录备注邮件发件人"
"Credit Memo Comment Email Template","退款记录备注邮件模板"
"Credit Memo Email Sender","退款记录邮件发件人"
"Credit Memo Email Template","退款记录邮件模板"
"Credit Memo Update","退款记录更新"
"Refund Amount","退款金额"
"Qty to Refund","退款数量"
"Refund Totals","退款总额"
"Total Refund","退款总额"
"G.T. (Base)","G.T. (基准)"
"G.T. (Purchased)","G.T. (已购买)"
"Logo for HTML print view","HTML 打印视图 Logo "
"PDF Invoices","PDF 发票"
"PDF Packingslips","PDF 装箱单"
"Logo for PDF print-outs (200x50)","PDF 输出 Logo (200x50)"
"PDF Credit Memos","PDF 退款记录"
"PDF Print-outs","PDF 打印输出"
"SKU","SKU"
"Sku","Sku"
"Subtotal after discount","折扣后总额"
"Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout.","某些商品的数量超过限制，，请减少数量后结帐。"
"View","查看"
"View All","查看全部"
"View Order","查看订单"
"Tracking","查询"
"Tracking Number","查询号/运单号"
"Tracking Number(s)","查询号/运单号"
"Track Order","查询订单"
"Track your order","查询订单"
"Track this shipment","查询该发货"
"Get shipping methods and rates","查询配送方式和价格"
"Track all shipment(s)","查询所有发货"
"Track all shipments","查询所有发货"
"Capture","接收"
"Invoice capture problem","接收发票出现问题"
"Capture Amount","接收金额"
"Submit Invoice","提交发票"
"Submit Shipment","提交发货"
"Submit Comment","提交备注"
"Submit Order","提交订单"
"Submit Credit Memo","提交退款记录"
"From","来自"
"From:","来自："
"Title","标题"
"Products in Compare List","比较商品"
"There are no printable documents related to selected orders","没有已选订单的相关可打印文档"
"No detail for number ""%s""","没有编号""%s""的详情"
"No shipping information available","没有有用的配送信息"
"No Payment Methods","没有支付方式"
"Signed Up From","注册于"
"Mixed","混合"
"Add","添加"
"Add Products","添加商品"
"Invalid request for adding product to quote","添加商品到报价单的请求不正确"
"Add Gift Messsage","添加礼物留言"
"Add Order Comments","添加订单备注"
"Add comment to order","添加订单备注"
"Add Selected Product(s) to Option","添加选中的商品到选项"
"Add New Address","添加新地址"
"Add new tracking number","添加新的运单号"
"Add new comment to shipment","添加新的配送备注"
"Credit Memo email not sent","未发送退款记录邮件"
"Unknown Status","未知状态"
"Unknown State","未知省份"
"Not Notified","未通知"
"PDF object is not specified.","未指定 PDF 对象。"
"PDF page object is not specified.","未指定 PDF 页对象。"
"Item object is not specified.","未指定商品。"
"Order object is not specified.","未指定订单对象。"
"Source object is not specified.","未指定源对象。"
"On Hold","挂起"
"Hold order","挂起订单"
"Invalid carrier specified.","指定的配送公司不正确。"
"Retrieve list of invoices by filters","按过滤器条件获取发票列表"
"Retrieve list of orders by filters","按过滤器条件获取订单列表"
"Retrieve list of shipments by filters","按过滤器条件获取配送记录列表"
"Last ordered items","最后订购商品"
"Minimum order amount","最小订单金额"
"Minimum amount","最小金额"
"Recent Orders","最近订单"
"Recently Viewed","最近查看"
"Recently Viewed Products","最近查看的商品"
"Recently Compared Products","最近比较商品"
"%s order(s) successfully canceled","成功取消 %s 个订单"
"%s order(s) successfully released from holding status","成功取消 %s 个订单的挂起状态"
"Order was successfully cancelled.","成功取消订单。"
"Order was successfully released from holding status.","成功解除订单锁定状态。"
"%s order(s) successfully put on hold","成功挂起 %s 个订单"
"Order was successfully put on hold.","成功挂起订单。"
"My Orders","我的订单"
"My Orders - Details","我的订单 - 详细"
"New","新增"
"New Credit Memo for Guest","新增访客退款记录"
"New Credit Memo","新增退款记录"
"New Invoice","新建发票"
"Create New Customer","新建客户"
"Create New Order","新建订单"
"New Invoice for Guest","新建访客发票"
"New Status","新状态"
"New Order","新订单"
"Link to the new order","新订单的链接"
"New Order RSS","新订单的RSS"
"New Order Confirmation Email Sender","新订单确认邮件的发件人"
"New Order Confirmation Template","新订单确认邮件的模板"
"New Shipment","新配送"
"Document","文档"
"No Items","无商品"
"No items","无商品"
"No ordered items","无订购商品"
"No Items To Refund","无退款商品"
"Invoice can not be canceled","无法取消发票"
"Can not add order history.","无法增加订单日志。"
"Invoice can not be void","无法将发票作废"
"Can not do invoice for order.","无法为订单生成发票"
"Cannot create an empty shipment.","无法创建空配送记录"
"Can not create block ""%s""","无法创建方框""%s"""
"Can not register existing invoice","无法登记已有发票"
"Can not register existing creditmemo","无法登记已有付款"
"Can not register existing shipment","无法登记已有配送"
"Can't get order instance","无法获取订单实例"
"Invoice can not be captured","无法接收发票"
"Can not do shipment for order.","无法执行订单配送。"
"Date","日期"
"Are you sure?","您确认吗？"
"Are you sure? This order will be cancelled and a new one will be created instead","您确认吗？该订单将被取消并会生成新订单"
"Are you sure you want to cancel this order?","您确认要取消该订单吗？"
"You have placed no orders.","您还没有订单。"
"Action","操作"
"Actions","操作"
"Payment Failed","支付失败"
"Payment Information","支付信息"
"Payment Method","支付方式"
"Payment Method:","支付方式："
"Ship to","收货人"
"Ship to Name","收货人"
"To","收货人"
"To Name","收货人"
"Ship to First name","收货人名字"
"Ship to Last name","收货人姓氏"
"To:","收货人："
"SHIP TO:","收货地址:"
"Wishlist","收藏"
"If empty, the default description above will be used","放空则使用缺省说明信息"
"If empty, the default error above will be used","放空则使用缺省提示。"
"QTY","数量"
"Qty","数量"
"Gift Message for Entire Order","整个订单的礼物留言"
"Print","打印"
"Print Invoice","打印发票"
"Print Invoices","打印发票"
"Print All","打印全部"
"Print All Invoices","打印全部发票"
"Print All Shipments","打印全部配送"
"Print All Refunds","打印全部退款"
"Print Packingslips","打印装箱单"
"Print Order","打印订单"
"Print Shipment","打印配送"
"Print Refund","打印退款"
"Print Credit Memos","打印退款记录"
"Print Order # %s","打印打印订单 # %s"
"Add Selected Product(s) to Order","所选商品加入订单"
"Refresh","更新"
"Update Changes","更新修改"
"Update Items and Qty's","更新商品及数量"
"Update Qty's","更新数量"
"Change Status","更改状态"
"Change status, add comments","更改状态，添加备注"
"Total Paid","总付款"
"Total Tax","总税额"
"Checkout totals sort order","总额计算顺序"
"Grand Total","总计"
"Total(ex)","总计(不含)"
"Total(inc)","总计(包含)"
"Row Total","总计行"
"Grand Total:","总计："
"Total Shipping Charges","总运费"
"Total Due","总欠额"
"Total Qty","总数量"
